artist,release
Stammtisch,"SP 2001[RELEASE]"
"Samy Deluxe",Fire![RELEASE]
"KC Da Rookee",Fire![RELEASE]
"Blak Twang",Fire![RELEASE]
D-Flame,Fire![RELEASE]
"Brooke Russell",Fire![RELEASE]
"Tefla & Jaleel","Ein Tag Am See / Was Is?![RELEASE]"
"Curse (3)","Ein Tag Am See / Was Is?![RELEASE]"
"Rhythm Method (6)","Can You Give Me Love[RELEASE]"
"Camille (2)","Can You Give Me Love[RELEASE]"
"Rob 'N' Raz","Mona Lisa[RELEASE]"
D-Flex,"Mona Lisa[RELEASE]"
"Disco Beave","From The Projects[RELEASE]"
"B Get Busy","From The Projects[RELEASE]"
Sha-now,"Remedy Man (Known As The Shanow) / Evil Twin Glocks[RELEASE]"
"Evil Twins","Remedy Man (Known As The Shanow) / Evil Twin Glocks[RELEASE]"
"Skate The Great","Lost Classics[RELEASE]"
Extince,"Lost Classics[RELEASE]"
Rustie,"Cafe De Phresh[RELEASE]"
"215 The Freshest Kids","Cafe De Phresh[RELEASE]"
"50 Cent","To All My Niggas / R.O.C.[RELEASE]"
"Notorious B.I.G.","To All My Niggas / R.O.C.[RELEASE]"
"Memphis Bleek","To All My Niggas / R.O.C.[RELEASE]"
"Joey Starr","Yamakasi - Les Samouraïs Des Temps Modernes[RELEASE]"
"DJ Spank","Yamakasi - Les Samouraïs Des Temps Modernes[RELEASE]"
"B.O.S.S. (2)","Yamakasi - Les Samouraïs Des Temps Modernes[RELEASE]"
"Mr. Tuxedo","Cadillac / King Stro / Your Greedy[RELEASE]"
"DJ Kingstro","Cadillac / King Stro / Your Greedy[RELEASE]"
N.N.P.,"Here We Go (Ain't Nobody Like Us)[RELEASE]"
"Erik Aresta","Here We Go (Ain't Nobody Like Us)[RELEASE]"
"Da Beatminerz","Thug Love[RELEASE]"
"Naughty By Nature","Thug Love[RELEASE]"
"DJ J-Period","The Best Of The Roots[RELEASE]"
"The Roots","The Best Of The Roots[RELEASE]"
"Dimples D","I Can't Wait[RELEASE]"
"Lady Spice","I Can't Wait[RELEASE]"
"DJ Flexxx","Crowd Participation / Freestyle[RELEASE]"
Akinyele,"Crowd Participation / Freestyle[RELEASE]"
"Robert Glasper","J-Dillalude / Friendly Flowers[RELEASE]"
"Dudley Perkins","J-Dillalude / Friendly Flowers[RELEASE]"
Jhelisa,"J-Dillalude / Friendly Flowers[RELEASE]"
Kno,"The White Albulum[RELEASE]"
Hov,"The White Albulum[RELEASE]"
"E-Rock (4)","Like The Way I Do[RELEASE]"
"Charlene (2)","Like The Way I Do[RELEASE]"
"Rob Money","Like The Way I Do[RELEASE]"
"Princess Superstar","Keith 'N' Me[RELEASE]"
"Kool Keith","Keith 'N' Me[RELEASE]"
"M.C. Chile'","I Just Wanna Rock You / Here Comes The Slavemaster[RELEASE]"
"The Koncrete Jungo","I Just Wanna Rock You / Here Comes The Slavemaster[RELEASE]"
"D.J. Faze","I Just Wanna Rock You / Here Comes The Slavemaster[RELEASE]"
"DJ J-Period","The Best Of Nas[RELEASE]"
Nas,"The Best Of Nas[RELEASE]"
Skyzoo,"Cloud 9: The Three Day High[RELEASE]"
"9th Wonder","Cloud 9: The Three Day High[RELEASE]"
"Frank Delour","Next To Me / I Like[RELEASE]"
Raven,"Next To Me / I Like[RELEASE]"
Hands,"A Letter From Tuesday To Wednesday Mixtape[RELEASE]"
EKP,"A Letter From Tuesday To Wednesday Mixtape[RELEASE]"
Ljudas,"A Letter From Tuesday To Wednesday Mixtape[RELEASE]"
Torch,"Heidelberg Mixtape[RELEASE]"
"DJ Haitian Star","Heidelberg Mixtape[RELEASE]"
"Kevvy Kev (2)","Listen To The Drum (Drum Sessions Vol. 1)[RELEASE]"
"Mike Nice (3)","Listen To The Drum (Drum Sessions Vol. 1)[RELEASE]"
Patra,"Think (About It)[RELEASE]"
"Lyn Collins","Think (About It)[RELEASE]"
2Pac,"Wanted Dead Or Alive[RELEASE]"
"Snoop Dogg","Wanted Dead Or Alive[RELEASE]"
"DJ Jubilee","Jubilee All (Stop Pause)[RELEASE]"
"The Take Fo' Family","Jubilee All (Stop Pause)[RELEASE]"
Specifik,"Resurrecting Vibes[RELEASE]"
"Project Cee","Resurrecting Vibes[RELEASE]"
Z-Ro,"The Mule[RELEASE]"
"Devin The Dude","The Mule[RELEASE]"
"Juvenile (2)","The Mule[RELEASE]"
Ty,I.A.A.D.[RELEASE]
"Shortee Blitz",I.A.A.D.[RELEASE]
"Beanie Sigel",Change[RELEASE]
Rell,Change[RELEASE]
"Melissa Jay",Change[RELEASE]
"Kut Masta Kurt","Kut Masta Kurt Presents Masters Of Illusion[RELEASE]"
"Masters Of Illusion","Kut Masta Kurt Presents Masters Of Illusion[RELEASE]"
Shortkut,"So Much Soul Vol. 1[RELEASE]"
"Vin Roc","So Much Soul Vol. 1[RELEASE]"
Siah,"The Visualz Anthology[RELEASE]"
"Yeshua dapoED","The Visualz Anthology[RELEASE]"
Ty,Closer[RELEASE]
Maseo,Closer[RELEASE]
"Roméo",Flying[RELEASE]
"Gwen Dickey",Flying[RELEASE]
"Flo Rida",Low[RELEASE]
T-Pain,Low[RELEASE]
Paperboys,Barcelona[RELEASE]
Madcon,Barcelona[RELEASE]
"Nico Suave",Suave[RELEASE]
"DJ Sparc",Suave[RELEASE]
"Da Germ","Spiritual Warriors[RELEASE]"
"Matrix (6)","Spiritual Warriors[RELEASE]"
"Roey Marquis II","Spiritual Warriors[RELEASE]"
"Spiritual Warriors","Spiritual Warriors[RELEASE]"
"DJ Phlav","My Crew, Set Rules[RELEASE]"
"Jus Jase","My Crew, Set Rules[RELEASE]"
"E.L. Me","16 Lessons From The Street[RELEASE]"
"The Street Products","16 Lessons From The Street[RELEASE]"
"DJ Z-Trip","Best Friends (The Long Lost Bombshelter Mix)[RELEASE]"
"DJ Emile","Best Friends (The Long Lost Bombshelter Mix)[RELEASE]"
"Helmet (2)","Just Another Victim[RELEASE]"
"House Of Pain","Just Another Victim[RELEASE]"
Ludacris,"Georgia / Gettin' Some[RELEASE]"
"Field Mob","Georgia / Gettin' Some[RELEASE]"
Shawnna,"Georgia / Gettin' Some[RELEASE]"
B-Legit,"Ghetto Smile[RELEASE]"
"Daryl Hall","Ghetto Smile[RELEASE]"
"DJ Drez","The Complete Moon Bay Sessions[RELEASE]"
"Marty Williams","The Complete Moon Bay Sessions[RELEASE]"
"Ato Yankah","Call Me... If You Need Someone![RELEASE]"
Dacia,"Call Me... If You Need Someone![RELEASE]"
Noreaga,"Blood Money (Part 2) / Outta Sight[RELEASE]"
Nas,"Blood Money (Part 2) / Outta Sight[RELEASE]"
"Nature (4)","Blood Money (Part 2) / Outta Sight[RELEASE]"
"Rufus Blaq","Blood Money (Part 2) / Outta Sight[RELEASE]"
Kaltschale,"Kaltschale Und Honeycut Sind... Doppeltes Risiko EP[RELEASE]"
"Honeycut (2)","Kaltschale Und Honeycut Sind... Doppeltes Risiko EP[RELEASE]"
"Doppeltes Risiko","Kaltschale Und Honeycut Sind... Doppeltes Risiko EP[RELEASE]"
"Prince Markie Dee","Typical Reasons (Swing My Way)[RELEASE]"
"Soul Convention","Typical Reasons (Swing My Way)[RELEASE]"
"Terror Squad","Born And Raised / Grammy Family[RELEASE]"
"DJ Khaled","Born And Raised / Grammy Family[RELEASE]"
"Falcon & Sleepy",Lifestress[RELEASE]
Timbuktu,Lifestress[RELEASE]
"M.C. Chile'","Everything You Wanted To Know About Compton... But Was Too Scared To Go There And Find Out[RELEASE]"
"The Koncrete Jungo","Everything You Wanted To Know About Compton... But Was Too Scared To Go There And Find Out[RELEASE]"
"D.J. Faze","Everything You Wanted To Know About Compton... But Was Too Scared To Go There And Find Out[RELEASE]"
"Bobby Konders","Mack Daddy[RELEASE]"
"Massive Sounds","Mack Daddy[RELEASE]"
"Mikey Jarrett","Mack Daddy[RELEASE]"
One-T,"The Magic Key[RELEASE]"
Cool-T,"The Magic Key[RELEASE]"
"Freak Nasty","Da Dip[RELEASE]"
Tarone,"Da Dip[RELEASE]"
"DJ Kay Slay","The Champions: The North Meets The South[RELEASE]"
"Greg Street","The Champions: The North Meets The South[RELEASE]"
"Amy Charles","Love Of The Common People / Heart' N' Soul[RELEASE]"
Frisbie,"Love Of The Common People / Heart' N' Soul[RELEASE]"
"Aiello Wilson","Black Soil[RELEASE]"
"North Bronx Alliance","Black Soil[RELEASE]"
"Dangerous LLC.","Why N@ggas Always Wanna F#ck? / The Hoodz Princess[RELEASE]"
"Midi Mafia","Why N@ggas Always Wanna F#ck? / The Hoodz Princess[RELEASE]"
Deemi,"Why N@ggas Always Wanna F#ck? / The Hoodz Princess[RELEASE]"
Frisbie,"Lively Up Africa[RELEASE]"
"The African Football Stars","Lively Up Africa[RELEASE]"
"Homicide (4)","Split 12""[RELEASE]"
"MC Homeless","Split 12""[RELEASE]"
"9th Wonder","The Formula[RELEASE]"
Buckshot,"The Formula[RELEASE]"
"Pastor Troy","Book I[RELEASE]"
"The Congregation (3)","Book I[RELEASE]"
"Travis Blaque",Home[RELEASE]
Farasha,Home[RELEASE]
RZA,"In Stereo[RELEASE]"
"Bobby Digital","In Stereo[RELEASE]"
B.B.M.,"Matilda  /  I'm The M.C.[RELEASE]"
"Ronnie Jones","Matilda  /  I'm The M.C.[RELEASE]"
Audi,"Gots 2 B Faithful / Let Me Be Your Angel[RELEASE]"
"Mike Dee","Gots 2 B Faithful / Let Me Be Your Angel[RELEASE]"
StoneBridge,"Cold B-Boys[RELEASE]"
"MC B-True","Cold B-Boys[RELEASE]"
"Mc Mack (2)","Cold B-Boys[RELEASE]"
"Tony Touch","The Enormis N.Y. Mix Tape Session[RELEASE]"
Aphrodelics,"The Enormis N.Y. Mix Tape Session[RELEASE]"
"T-CAP Productions","Capital Tax[RELEASE]"
"Capital Tax","Capital Tax[RELEASE]"
Frisbie,"What A Happy Day[RELEASE]"
"The Football Stars","What A Happy Day[RELEASE]"
SCU,63000gramm-Rapshit[RELEASE]
Sensaiskilletor,63000gramm-Rapshit[RELEASE]
"Grandmaster Melle Mel","What's The Matter With Your World?[RELEASE]"
"Van Silk","What's The Matter With Your World?[RELEASE]"
"Birdman (2)","Like Father, Like Son[RELEASE]"
"Lil Wayne","Like Father, Like Son[RELEASE]"
Ludacris,"Golden Grain[RELEASE]"
"Disturbing Tha Peace","Golden Grain[RELEASE]"
Nobody,"Western Water Music Volume II[RELEASE]"
"Blank Blue","Western Water Music Volume II[RELEASE]"
"Maestro Goods","Unity / Roots Reality And Culture[RELEASE]"
"Bounty Killer","Unity / Roots Reality And Culture[RELEASE]"
"Tim Single","No School For You[RELEASE]"
"Mama G.","No School For You[RELEASE]"
Qwel,"Freezer Burner[RELEASE]"
"Meaty Ogre","Freezer Burner[RELEASE]"
"Teenage Fanclub","Fallin'[RELEASE]"
"De La Soul","Fallin'[RELEASE]"
Kelz,"Bristol Chronicles / Dried Lips[RELEASE]"
Longlastin,"Bristol Chronicles / Dried Lips[RELEASE]"
"Crooked I",Dysfunktionalfamily[RELEASE]
"Eastwood (3)",Dysfunktionalfamily[RELEASE]
"Danny Boy",Dysfunktionalfamily[RELEASE]
"Hocus Pocus (4)",Smile![RELEASE]
Omar,Smile![RELEASE]
"Edu K","(Edu K) Me Bota Pra Dançar[RELEASE]"
"Marina Vello","(Edu K) Me Bota Pra Dançar[RELEASE]"
R;Zatz,"Will We Cross The Line?[RELEASE]"
"Rough Dance Squad","We Can Do It[RELEASE]"
S.P.I.,"We Can Do It[RELEASE]"
"Field Mob",Haters[RELEASE]
"Trick Daddy",Haters[RELEASE]
"Oxmo Puccino","Le Jour Où Tu Partiras[RELEASE]"
K-Reen,"Le Jour Où Tu Partiras[RELEASE]"
Blumentopf,"Better Life GmbH[RELEASE]"
Smudo,"Better Life GmbH[RELEASE]"
"Panjabi MC",Blackstabbers[RELEASE]
"Daz Dillinger",Blackstabbers[RELEASE]
"Mark Morrison",Blackstabbers[RELEASE]
"Tray Dee",Blackstabbers[RELEASE]
"T.I.C. (3)","The Better One Wins[RELEASE]"
"Michelangelo Davis","The Better One Wins[RELEASE]"
Souldiers,"This Is Not America[RELEASE]"
"Charles Simmons","This Is Not America[RELEASE]"
"Beat Master Clay D.","Freak Is A Freak[RELEASE]"
"The New Get Funky Crew","Freak Is A Freak[RELEASE]"
F.O.R.C.E.,Jam[RELEASE]
"K. Zee",Jam[RELEASE]
"Chilly Reds","Chilly Reds / Sweet Beat[RELEASE]"
"Whiz Kid","Chilly Reds / Sweet Beat[RELEASE]"
"Horror City","Aah's & Oohh's / Wine Fi Kill / Moogler / Freestyle Fiend[RELEASE]"
"Resident Alien (2)","Aah's & Oohh's / Wine Fi Kill / Moogler / Freestyle Fiend[RELEASE]"
"Superstar (2)","Aah's & Oohh's / Wine Fi Kill / Moogler / Freestyle Fiend[RELEASE]"
"Hugh EMC","Featuring DJ Rock / Pimp Style Get Bizy / Rym 'N' With E-Nuff / I Don't Stop[RELEASE]"
"DJ Rock (6)","Featuring DJ Rock / Pimp Style Get Bizy / Rym 'N' With E-Nuff / I Don't Stop[RELEASE]"
"Snoop Dogg","I Can't Take The Heat[RELEASE]"
"Mia X","I Can't Take The Heat[RELEASE]"
"Above The Law","Executive Decisions[RELEASE]"
"Big Hutch","Executive Decisions[RELEASE]"
"Cold 187um","Executive Decisions[RELEASE]"
"Violator (3)","Vivrant Thing[RELEASE]"
Q-Tip,"Vivrant Thing[RELEASE]"
Redman,"Rockafella / Bring The Pain / P.L.O. Style[RELEASE]"
"Method Man","Rockafella / Bring The Pain / P.L.O. Style[RELEASE]"
Dramillis,"Up In Ya Building[RELEASE]"
"Stack Bundles","Up In Ya Building[RELEASE]"
"Remy Martin","Up In Ya Building[RELEASE]"
"Kery James","Meilleurs Voeux[RELEASE]"
Namor,"Meilleurs Voeux[RELEASE]"
"G. Kill","Meilleurs Voeux[RELEASE]"
Gued-1,"Meilleurs Voeux[RELEASE]"
Jonestown,Tonite[RELEASE]
"Twisted (5)",Tonite[RELEASE]
"Epic Man","More Is Enough[RELEASE]"
"Plan B (4)","More Is Enough[RELEASE]"
K-Skills,"First Class / Hitten Hardest / Galaxy Rays[RELEASE]"
"Dr. Becket","First Class / Hitten Hardest / Galaxy Rays[RELEASE]"
"Lord Finesse","Funky Dope Maneuver EP[RELEASE]"
"DJ Mike Smooth","Funky Dope Maneuver EP[RELEASE]"
Won-G,"Caught Up In The Rapture[RELEASE]"
"Gizelle D'Cole","Caught Up In The Rapture[RELEASE]"
Shells,"Pull Over[RELEASE]"
Mashonda,"Pull Over[RELEASE]"
"The Fedz (2)",Taking-U-Out[RELEASE]
"Rockwell Noel",Taking-U-Out[RELEASE]
"The Poet",Taking-U-Out[RELEASE]
"J. Rawls","Rawls & Middle[RELEASE]"
"Middle Child","Rawls & Middle[RELEASE]"
"Infinite Livez","Art Brut Fe De Yoot[RELEASE]"
Stade,"Art Brut Fe De Yoot[RELEASE]"
"DJ Friction (2)",Freakshow[RELEASE]
"Flowin' Immo",Freakshow[RELEASE]
"Musix (2)","X-tra X-tra (Autobahn 5)[RELEASE]"
"Louis van Dijk","X-tra X-tra (Autobahn 5)[RELEASE]"
"Bruno Coulais","Comme Un Aimant[RELEASE]"
Akhenaton,"Comme Un Aimant[RELEASE]"
Nas,"Made You Look / One Mic[RELEASE]"
"Nasir Jones","Made You Look / One Mic[RELEASE]"
Loon-E-Toon,"Inglewoodz Finast[RELEASE]"
"Mike T (2)","Inglewoodz Finast[RELEASE]"
"Michael Jackson","Controversial A - List Remixes[RELEASE]"
Eminem,"Controversial A - List Remixes[RELEASE]"
"Jagged Edge (2)","Where The Party At[RELEASE]"
Nelly,"Where The Party At[RELEASE]"
"Andrea Parker","Freaky Bitches Remixes (First Installment)[RELEASE]"
"DJ Assault","Freaky Bitches Remixes (First Installment)[RELEASE]"
"DJ Godfather","Freaky Bitches Remixes (First Installment)[RELEASE]"
"Dead Residents","D.R.O.P. EP[RELEASE]"
"Optimas Prime","D.R.O.P. EP[RELEASE]"
"S'Kool Girlz","Yee'n Know[RELEASE]"
"MC Breed","Yee'n Know[RELEASE]"
"Erik Nuri","Whaddayah Think / Think About It[RELEASE]"
"People People","Whaddayah Think / Think About It[RELEASE]"
"Montell Jordan","Let's Ride[RELEASE]"
"Master P","Let's Ride[RELEASE]"
"Silkk The Shocker","Let's Ride[RELEASE]"
"Rico Sparx","Ay - Ay - Ay (What We Do For Love) [RELEASE]"
"Moses Pelham","Ay - Ay - Ay (What We Do For Love) [RELEASE]"
"Rob Base & DJ E-Z Rock","Joy And Pain / Love Story[RELEASE]"
"Judy Torres","Joy And Pain / Love Story[RELEASE]"
"Elton John",Aida[RELEASE]
"Tim Rice",Aida[RELEASE]
"Kool G Rap","Click Of Respect[RELEASE]"
"5 Family Click","Click Of Respect[RELEASE]"
"DJ Scott La Rock","The Bridge Is Over / South Bronx / Criminal Minded[RELEASE]"
"Boogie Down Productions","The Bridge Is Over / South Bronx / Criminal Minded[RELEASE]"
"Dr. Dre","Deep Cover[RELEASE]"
"Snoop Dogg","Deep Cover[RELEASE]"
"DJ Drama","Trap Or Die[RELEASE]"
"Young Jeezy","Trap Or Die[RELEASE]"
"DJ Drama","Down With The King[RELEASE]"
P$C,"Down With The King[RELEASE]"
"DJ Drama","Gangsta Grillz The Legends Series[RELEASE]"
"Bun B","Gangsta Grillz The Legends Series[RELEASE]"
"Mddl Fngz","Gangsta Grillz The Legends Series[RELEASE]"
"Afrika Bambaataa","Hip Hop, Funk & Dance Classics Volume 3[RELEASE]"
"Zulu Nation","Hip Hop, Funk & Dance Classics Volume 3[RELEASE]"
"Afrika Bambaataa","Afrika Bambaataa & The Universal Zulu Nation In Conjunction With Music Of Life Presents: Hip Hop Funk Dance Classics Volume 2[RELEASE]"
"Zulu Nation","Afrika Bambaataa & The Universal Zulu Nation In Conjunction With Music Of Life Presents: Hip Hop Funk Dance Classics Volume 2[RELEASE]"
"Pauly Yamz","When I Blow Up[RELEASE]"
"DJ Jazz","When I Blow Up[RELEASE]"
"The Outhere Brothers",Ae-Ah[RELEASE]
Gerardo,Ae-Ah[RELEASE]
"Peter Gunn Diamond","My Mic & My Handle / A Man Is A Man[RELEASE]"
"Mr. Itill","My Mic & My Handle / A Man Is A Man[RELEASE]"
Eazy-E,"Still Cruisin'[RELEASE]"
"The Game (2)","Still Cruisin'[RELEASE]"
"Mr. Sche",Vendetta[RELEASE]
T-Rock,Vendetta[RELEASE]
"Ed (12)","L'Odeur Du Vinyl[RELEASE]"
Enz,"L'Odeur Du Vinyl[RELEASE]"
"Ganxsta Rid","Rid Is Coming[RELEASE]"
"The Otha Side","Rid Is Coming[RELEASE]"
"Rockwell Noel","The Wopp Sensation[RELEASE]"
"The Poet","The Wopp Sensation[RELEASE]"
Melbeatz,OK![RELEASE]
"Kool Savas",OK![RELEASE]
"Samy Deluxe",OK![RELEASE]
RZA,"Brooklyn Babies / Do U[RELEASE]"
"Bobby Digital","Brooklyn Babies / Do U[RELEASE]"
"Busta Rhymes","Call The Ambulance (Remix)[RELEASE]"
"Rah Digga","Call The Ambulance (Remix)[RELEASE]"
M.O.P.,"Call The Ambulance (Remix)[RELEASE]"
"Royce Da 5'9""","Rock City[RELEASE]"
Eminem,"Rock City[RELEASE]"
"Mary J. Blige","I Don't Want To Do Anything[RELEASE]"
K-Ci,"I Don't Want To Do Anything[RELEASE]"
"M. St. Juste","O.J. Didn't Do It / Jukie Baby[RELEASE]"
"DJ Nasty Knock","O.J. Didn't Do It / Jukie Baby[RELEASE]"
7T,"Good Girls[RELEASE]"
"Mike D (5)","Good Girls[RELEASE]"
Damize,"Good Girls[RELEASE]"
Metaphysics,"The Disk[RELEASE]"
Clueso,"The Disk[RELEASE]"
"Wir (4)","Über Der Einsamkeit Des Einzelnen EP[RELEASE]"
Audio88,"Über Der Einsamkeit Des Einzelnen EP[RELEASE]"
"Ben (13)","Über Der Einsamkeit Des Einzelnen EP[RELEASE]"
KidKabul,"Über Der Einsamkeit Des Einzelnen EP[RELEASE]"
"Mario (23)","L'Esprit Hip-Hop[RELEASE]"
Zoxea,"L'Esprit Hip-Hop[RELEASE]"
"Tetsuya Komuro","Call Me Anytime[RELEASE]"
Y.U.M,"Call Me Anytime[RELEASE]"
"R. Kelly","Why You Wanna Play Me[RELEASE]"
"MGM (4)","Why You Wanna Play Me[RELEASE]"
"The Black Spots","Take A Sound / Calibrate[RELEASE]"
"DJ First Aid","Take A Sound / Calibrate[RELEASE]"
"Doozer (3)","Take A Sound / Calibrate[RELEASE]"
"M.C. Life","It Could Happen To You[RELEASE]"
"The Key Of D","It Could Happen To You[RELEASE]"
"Noble Savages","Can We Talk[RELEASE]"
"Tobi Schlegl","Can We Talk[RELEASE]"
"Superb DJ K-Nyce","It's Time To Get Paid[RELEASE]"
"Supreme Nyborn","It's Time To Get Paid[RELEASE]"
"Master P","Thug Girl[RELEASE]"
"Snoop Dogg","Thug Girl[RELEASE]"
"Silkk The Shocker","Thug Girl[RELEASE]"
Muro,"The Vinyl Athletes[RELEASE]"
"Lord Finesse","The Vinyl Athletes[RELEASE]"
AG,"The Vinyl Athletes[RELEASE]"
"The Creators","Another World[RELEASE]"
Ambivalence,"Another World[RELEASE]"
"Mos Def","Another World[RELEASE]"
"Talib Kweli","Another World[RELEASE]"
"Blue Sky Black Death","The Holocaust Instrumentals[RELEASE]"
"Holocaust (3)","The Holocaust Instrumentals[RELEASE]"
"Dee Nasty","A Nos Amis[RELEASE]"
"Les Princes Du Swing","A Nos Amis[RELEASE]"
"Dee Nasty","Même Le Diable Ne Peut Plus M'Aider[RELEASE]"
"Big Brother Hakim","Même Le Diable Ne Peut Plus M'Aider[RELEASE]"
Raptile,"My Style Is Free[RELEASE]"
"Roger Rekless","My Style Is Free[RELEASE]"
"Marvin Gaye","Sexual Healing / Tell Me[RELEASE]"
"Bobby Valentino (2)","Sexual Healing / Tell Me[RELEASE]"
"La Brigade","Operation Coup De Poing (Brigadier Sabary)[RELEASE]"
Pierpoljak,"Operation Coup De Poing (Brigadier Sabary)[RELEASE]"
"Faada Freddy","Operation Coup De Poing (Brigadier Sabary)[RELEASE]"
"Julian Casablancas","My Drive Thru[RELEASE]"
Santogold,"My Drive Thru[RELEASE]"
N*E*R*D,"My Drive Thru[RELEASE]"
Raptile,"Rest Ya Head On My Chest (Hip Hop Is My Life)[RELEASE]"
"Roger Rekless","Rest Ya Head On My Chest (Hip Hop Is My Life)[RELEASE]"
V.Mann,"Hang Zur Dramatik[RELEASE]"
"Morlockk Dilemma","Hang Zur Dramatik[RELEASE]"
"Jermaine Dupri","Young, Fly & Flashy Vol. 1[RELEASE]"
Various,"Young, Fly & Flashy Vol. 1[RELEASE]"
Tyrese,"Alter Ego[RELEASE]"
"Black Ty","Alter Ego[RELEASE]"
"T.C. Izlam","Party Pooper[RELEASE]"
"Doc Scratch","Party Pooper[RELEASE]"
"MIX MASTER G-Flexx","This Is It[RELEASE]"
"Mad Lion","This Is It[RELEASE]"
Buckshot,"Alter The Chemistry[RELEASE]"
"Black Moon","Alter The Chemistry[RELEASE]"
"Fjärde Världen","Ingen Annan[RELEASE]"
Fattaru,"Ingen Annan[RELEASE]"
"Daddy Boastin","Ingen Annan[RELEASE]"
"Mr Beatnick","I Know All The Bitches[RELEASE]"
"Ahu Kelesoglu","I Know All The Bitches[RELEASE]"
Guru,Certified[RELEASE]
Bilal,Certified[RELEASE]
"Jus Def","Vocal Full Contact[RELEASE]"
"X-Town Posse","Vocal Full Contact[RELEASE]"
"The Original X","Vocal Full Contact[RELEASE]"
"Ant ""D""","Break It Down / Out Of Gas[RELEASE]"
"The Puppies","Break It Down / Out Of Gas[RELEASE]"
"The Dogs","Break It Down / Out Of Gas[RELEASE]"
"Numer Raz","Muzyka, Bloki, Skręty[RELEASE]"
"DJ Zero (3)","Muzyka, Bloki, Skręty[RELEASE]"
"Trade Secrets","I Know You Got Soul[RELEASE]"
"Eric B. & Rakim","I Know You Got Soul[RELEASE]"
"DJ Yess","Nothings Gonna Stop The Plan[RELEASE]"
D-Crime,"Nothings Gonna Stop The Plan[RELEASE]"
KREC,"Другие Берега[RELEASE]"
"Ассаи","Другие Берега[RELEASE]"
"DJ Khéops","C'est Justifiable / Fils Du Dragon[RELEASE]"
X.Men,"C'est Justifiable / Fils Du Dragon[RELEASE]"
"Freeman (3)","C'est Justifiable / Fils Du Dragon[RELEASE]"
"American Cream Team","It's Not A Game[RELEASE]"
Raekwon,"It's Not A Game[RELEASE]"
RZA,"It's Not A Game[RELEASE]"
"Love G.","So Many Tears[RELEASE]"
"Jacques Nice","So Many Tears[RELEASE]"
"Lil' Jon","Snap Yo Fingers[RELEASE]"
E-40,"Snap Yo Fingers[RELEASE]"
"Sean Paul (2)","Snap Yo Fingers[RELEASE]"
Imajin,"Shorty (You Keep Playin' With My Mind)[RELEASE]"
"Keith Murray","Shorty (You Keep Playin' With My Mind)[RELEASE]"
"Foxy Brown","Big Bad Mamma / Never Seen Before[RELEASE]"
"Dru Hill","Big Bad Mamma / Never Seen Before[RELEASE]"
EPMD,"Big Bad Mamma / Never Seen Before[RELEASE]"
Peja,"Na Legalu?[RELEASE]"
"Slums Attack","Na Legalu?[RELEASE]"
"DJ Drez","Dr. Ez's Cool Fantastic[RELEASE]"
"The Anonymous","Dr. Ez's Cool Fantastic[RELEASE]"
"G-Man (18)","Treat Me Right[RELEASE]"
"Chubb Rock","Treat Me Right[RELEASE]"
"Hawkeye (4)","Gal Shatta[RELEASE]"
"Richie Stephens","Gal Shatta[RELEASE]"
RZA,"Digi Snacks[RELEASE]"
"Bobby Digital","Digi Snacks[RELEASE]"
"Die Firma","Das Neue Jahrtausend[RELEASE]"
Gentleman,"Das Neue Jahrtausend[RELEASE]"
Ex-Tacy,"Night Fever[RELEASE]"
"6'4G","Night Fever[RELEASE]"
Redman,"Gorillaz On My Mind[RELEASE]"
Gorillaz,"Gorillaz On My Mind[RELEASE]"
"Immortal Technique","The 3rd World[RELEASE]"
"DJ Green Lantern","The 3rd World[RELEASE]"
"Snoop Dogg","Welcome To Tha Chuuch: Da Album[RELEASE]"
Various,"Welcome To Tha Chuuch: Da Album[RELEASE]"
"Dead Prez",Confidential[RELEASE]
"M1 (2)",Confidential[RELEASE]
"The Outlawz","Noble Justice[RELEASE]"
"Young Noble","Noble Justice[RELEASE]"
"World Wrestling Federation","WWF The Music, Vol. 5[RELEASE]"
"James A. Johnston","WWF The Music, Vol. 5[RELEASE]"
War,"Rap Declares War (The Single)[RELEASE]"
"Lighter Shade Of Brown","Rap Declares War (The Single)[RELEASE]"
"Hispanic MC's","Rap Declares War (The Single)[RELEASE]"
"Proper Dos","Rap Declares War (The Single)[RELEASE]"
Hi-C,"Rap Declares War (The Single)[RELEASE]"
